Gene	Chromosome	TSS	Strand	DistanceTSStoORF
YGL039W	chr7	441757	+	106
YGL036W	chr7	446427	+	76
HOP2	chr7	454086	+	-565
RPL30	chr7	456929	+	58
CGR1	chr7	457917	+	42
STT3	chr7	470230	+	70
ALK1	chr7	472724	+	-43
CKB1	chr7	475976	+	76
ATE1	chr7	477734	+	16
KAP122	chr7	479493	+	69
PUF4	chr7	483624	+	413
ERG4	chr7	490695	+	41
MPO1	chr7	493376	+	50
PMC1	chr7	503373	+	427
ERP6	chr7	512345	+	51
CUL3	chr7	518001	+	11
PEX31	chr7	520790	+	28
PRP18	chr7	523939	+	11
ECT1	chr7	524818	+	31
NMA2	chr7	529358	+	67
MCY1	chr7	531010	+	29
SNU71	chr7	532411	+	23
MSB2	chr7	534547	+	276
YGR016W	chr7	540118	+	23
YGR017W	chr7	541508	+	159
UGA1	chr7	543071	+	38
DPC29	chr7	545497	+	15
YGR026W	chr7	550816	+	131
MSP1	chr7	560138	+	25
ERV1	chr7	561513	+	0
IMO32	chr7	564329	+	72
GSC2	chr7	565797	+	427
RPL26B	chr7	573745	+	27
ORM1	chr7	578482	+	138
KSS1	chr7	598743	+	213
MTE1	chr7	603015	+	19
TAM41	chr7	608340	+	113
UFD1	chr7	613329	+	55
SCM4	chr7	614823	+	49
FMP48	chr7	617020	+	134
YGR054W	chr7	620080	+	171
MUP1	chr7	622932	+	43
RSC1	chr7	625171	+	48
PEF1	chr7	629669	+	25
ERG25	chr7	634076	+	46
UPF3	chr7	657795	+	40
SMD1	chr7	659231	+	12
YGR079W	chr7	664318	+	-84
TWF1	chr7	665494	+	30
TOM20	chr7	667510	+	47
CTT1	chr7	678118	+	25
UTP22	chr7	685588	+	277
PRP31	chr7	689775	+	73
DBF2	chr7	691642	+	52
DRN1	chr7	693800	+	95
VAS1	chr7	695760	+	-67
TPC1	chr7	700081	+	47
ASK10	chr7	702155	+	40
TEL2	chr7	711333	+	65
MDR1	chr7	713679	+	64
PCP1	chr7	716825	+	36
NOP7	chr7	718894	+	23
VMA21	chr7	722047	+	49
CLB1	chr7	726916	+	208
CLD1	chr7	737159	+	38
YGR111W	chr7	739276	+	40
SHY1	chr7	740788	+	58
DAM1	chr7	742329	+	52
SPT6	chr7	743846	+	51
RPS23A	chr7	750439	+	23
YGR122W	chr7	757270	+	143
ASN2	chr7	763385	+	37
YGR125W	chr7	765597	+	196
YGR126W	chr7	769190	+	113
YGR127W	chr7	770211	+	40
SYF2	chr7	773818	+	35
FHN1	chr7	778105	+	74
PEX4	chr7	780379	+	-30
CAF130	chr7	781071	+	152
PRE9	chr7	784792	+	53
LSB1	chr7	785864	+	17
CBF2	chr7	790943	+	-61
VPS62	chr7	794002	+	20
BTN2	chr7	795842	+	65
SKN1	chr7	798391	+	255
THI4	chr7	804157	+	-305
ENP2	chr7	805165	+	55
GPC1	chr7	812431	+	53
YGR153W	chr7	819540	+	5
CYS4	chr7	821942	+	54
PTI1	chr7	823865	+	134
CHO2	chr7	825770	+	123
YGR161W-C	chr7	833628	+	43
TIF4631	chr7	850316	+	36
GTR2	chr7	853788	+	57
MRPS35	chr7	855355	+	54
TRS65	chr7	856728	+	80
CLC1	chr7	858685	+	64
PSD2	chr7	863379	+	56
RBG2	chr7	870103	+	44
TIM13	chr7	884549	+	20
TFG1	chr7	894028	+	28
HIP1	chr7	906501	+	201
SKI6	chr7	915058	+	106
YPP1	chr7	920934	+	41
PMT6	chr7	923743	+	41
YCH1	chr7	931508	+	11
ADE3	chr7	932185	+	31
TDA10	chr7	935369	+	126
MVB12	chr7	936676	+	24
SER2	chr7	938096	+	55
ZPR1	chr7	941450	+	59
RPS0A	chr7	946822	+	21
RSM27	chr7	948395	+	48
CCH1	chr7	950913	+	51
CRM1	chr7	958510	+	299
PET54	chr7	966187	+	4
DIE2	chr7	973609	+	79
BNS1	chr7	978252	+	-90
NAS6	chr7	980206	+	22
YHB1	chr7	986152	+	20
MPC3	chr7	1003509	+	95
CPD1	chr7	1011095	+	139
SOL4	chr7	1012194	+	34
NOP19	chr7	1021867	+	28
GCN5	chr7	1023077	+	48
ENO1	chr7	1027146	+	37
GND2	chr7	1030829	+	51
TNA1	chr7	1038535	+	198
YGR266W	chr7	1048840	+	64
YTA7	chr7	1053502	+	116
SLH1	chr7	1058018	+	21
RTT102	chr7	1069510	+	14
CWC22	chr7	1072969	+	10
YOR1	chr7	1078885	+	179
MAL13	chr7	1096463	+	70
MAL12	chr7	1102803	+	36
MNT2	chr7	20573	-	101
RTG2	chr7	33846	-	38
RAI1	chr7	45144	-	40
YGL242C	chr7	51560	-	39
HAP2	chr7	59953	-	84
MTO1	chr7	62158	-	21
EMC4	chr7	69983	-	20
SAP4	chr7	73531	-	229
OST5	chr7	79539	-	34
SDT1	chr7	91211	-	91
COG1	chr7	92622	-	13
EDC1	chr7	93474	-	64
NIF3	chr7	94535	-	19
MDM34	chr7	96506	-	25
SKI8	chr7	103486	-	17
CHC1	chr7	119801	-	72
YGL204C	chr7	124289	-	59
KEX1	chr7	126980	-	67
MCM6	chr7	139470	-	52
EMP24	chr7	141828	-	12
HOS2	chr7	160270	-	52
CDC55	chr7	166158	-	283
RPS26A	chr7	167025	-	-47
YGL188C-A	chr7	167463	-	15
COX4	chr7	169118	-	463
TPN1	chr7	171312	-	52
YGL185C	chr7	172825	-	35
STR3	chr7	174559	-	63
TOS3	chr7	184565	-	990
YGL176C	chr7	191591	-	45
SAE2	chr7	192833	-	44
XRN1	chr7	198859	-	332
PMR1	chr7	209316	-	434
YRB30	chr7	211725	-	11
RAD54	chr7	214975	-	158
YIP5	chr7	218665	-	109
LYS5	chr7	234514	-	4
INO80	chr7	244161	-	174
RPL9A	chr7	246760	-	17
RRT6	chr7	248138	-	38
ROG1	chr7	252947	-	26
MRF1	chr7	254406	-	34
GPI10	chr7	256578	-	45
MRM2	chr7	272015	-	55
SNT2	chr7	284032	-	72
RSM23	chr7	287233	-	57
CWC23	chr7	288251	-	6
SOH1	chr7	288902	-	26
MON1	chr7	294850	-	35
NAB2	chr7	298623	-	15
GPG1	chr7	299265	-	23
PRP43	chr7	302073	-	56
TAF6	chr7	317843	-	35
CUE3	chr7	321514	-	23
YGL108C	chr7	322188	-	37
RMD9	chr7	324412	-	59
VPS73	chr7	328269	-	16
VPS45	chr7	348712	-	50
PAN2	chr7	352709	-	189
NBP35	chr7	361015	-	52
MMS2	chr7	364868	-	43
GUP1	chr7	370256	-	35
DBP3	chr7	379860	-	78
HNM1	chr7	381961	-	122
RPL7A	chr7	383980	-	61
MPS2	chr7	386203	-	192
RPB9	chr7	392775	-	25
ALG2	chr7	399250	-	56
MRH4	chr7	401138	-	7
DUO1	chr7	407707	-	73
GEP7	chr7	413725	-	-27
SDS23	chr7	415594	-	53
ERV14	chr7	419253	-	65
TIF4632	chr7	427667	-	161
RPT6	chr7	429216	-	28
RNA15	chr7	435163	-	225
HEM2	chr7	438533	-	76
OCH1	chr7	444777	-	71
PNC1	chr7	445924	-	75
MIG1	chr7	451063	-	105
AGA2	chr7	454783	-	54
RPL24A	chr7	456340	-	510
SCW11	chr7	460972	-	167
CWH41	chr7	464070	-	31
TRP5	chr7	466475	-	44
PGD1	chr7	467881	-	28
PIB2	chr7	470038	-	38
GET1	chr7	475830	-	64
JAC1	chr7	477595	-	35
PDR1	chr7	490309	-	130
SCL1	chr7	493164	-	36
LEU1	chr7	496604	-	71
PMA1	chr7	500783	-	236
COG7	chr7	508455	-	29
RPN14	chr7	509839	-	4
CDH1	chr7	512156	-	103
ERG26	chr7	514395	-	14
EFM5	chr7	515932	-	18
SWC4	chr7	517795	-	9
TFG2	chr7	523769	-	30
STF2	chr7	526331	-	87
SEC9	chr7	528925	-	43
EAT1	chr7	539975	-	19
VMA7	chr7	545273	-	64
THG1	chr7	550561	-	3
RPS25A	chr7	552800	-	380
POP6	chr7	564156	-	39
TIM21	chr7	573021	-	94
YGR035C	chr7	575450	-	90
CAX4	chr7	576851	-	45
ACB1	chr7	577980	-	48
NQM1	chr7	605027	-	33
RME1	chr7	607531	-	81
TFC4	chr7	613062	-	35
MCO32	chr7	619466	-	71
LST7	chr7	629148	-	89
ADE6	chr7	639568	-	45
COX18	chr7	640837	-	8
SPT4	chr7	641392	-	17
VHT1	chr7	643427	-	18
YGR066C	chr7	645354	-	4
YGR067C	chr7	648437	-	100
ART5	chr7	650671	-	36
ENV11	chr7	657659	-	65
PRP38	chr7	660446	-	40
MRPL25	chr7	661159	-	51
PEX8	chr7	663053	-	8
PAC10	chr7	663932	-	33
SLX9	chr7	667323	-	29
GCD2	chr7	670391	-	75
MRP13	chr7	671596	-	-47
RPL11B	chr7	672433	-	26
PIL1	chr7	674238	-	108
PDC6	chr7	676529	-	32
RRP46	chr7	699916	-	67
ESP1	chr7	711207	-	249
GTF1	chr7	718644	-	9
SRB5	chr7	721903	-	39
VOA1	chr7	723343	-	60
CLB6	chr7	730068	-	79
YGR117C	chr7	749976	-	9
NUP57	chr7	753248	-	89
COG2	chr7	754342	-	33
MEP1	chr7	756439	-	24
PPT1	chr7	761712	-	31
UTP8	chr7	773582	-	38
YGR130C	chr7	777400	-	103
PHB1	chr7	779947	-	42
ECL1	chr7	808608	-	297
NAT2	chr7	810436	-	63
RPL24B	chr7	811653	-	421
CCM1	chr7	816547	-	41
RSR1	chr7	819058	-	113
GTO1	chr7	821351	-	30
MTR3	chr7	829538	-	64
NSR1	chr7	831153	-	44
RTS3	chr7	832946	-	82
PEX35	chr7	860816	-	41
PUS6	chr7	862222	-	26
LSO2	chr7	863057	-	99
MSM1	chr7	868867	-	23
YIP1	chr7	869921	-	37
CBP4	chr7	872669	-	-29
ERG1	chr7	874806	-	90
ATF2	chr7	876773	-	55
PBP1	chr7	879710	-	213
OKP1	chr7	881204	-	27
RNR4	chr7	882610	-	27
QCR9	chr7	885828	-	70
UBR1	chr7	892409	-	374
TYS1	chr7	893834	-	32
HGH1	chr7	897754	-	56
BUB1	chr7	901430	-	39
CRH1	chr7	904552	-	78
TDH3	chr7	910131	-	39
PDX1	chr7	912112	-	89
XKS1	chr7	914128	-	-29
FYV8	chr7	918508	-	40
SNG1	chr7	920628	-	206
ELP2	chr7	928611	-	59
YGR201C	chr7	929501	-	22
PCT1	chr7	931044	-	14
CIR1	chr7	937926	-	30
TRX2	chr7	939548	-	53
YGR210C	chr7	941116	-	110
GPI1	chr7	950777	-	47
MRPL9	chr7	963161	-	10
TOS2	chr7	965347	-	87
HSV2	chr7	968542	-	59
SMI1	chr7	977443	-	276
PHB2	chr7	979801	-	53
PHO81	chr7	984702	-	224
MIC26	chr7	988400	-	71
SPG1	chr7	989139	-	54
YGR237C	chr7	991993	-	70
KEL2	chr7	994980	-	25
PEX21	chr7	996355	-	34
PFK1	chr7	1000235	-	233
YAP1802	chr7	1002989	-	140
LSC2	chr7	1005685	-	98
SDA1	chr7	1008423	-	87
BRF1	chr7	1010569	-	29
RIE1	chr7	1019978	-	201
PUP2	chr7	1025456	-	60
COQ6	chr7	1030291	-	73
MTM1	chr7	1033665	-	104
RAD2	chr7	1037050	-	28
APL6	chr7	1043039	-	41
BUD32	chr7	1044036	-	29
SAY1	chr7	1045497	-	8
MES1	chr7	1048118	-	17
FOL2	chr7	1052142	-	159
HUA1	chr7	1052944	-	43
EFG1	chr7	1064758	-	9
TAF1	chr7	1069359	-	16
RNH70	chr7	1071753	-	25
CAB4	chr7	1072814	-	5
SCW4	chr7	1076296	-	95
PXR1	chr7	1077996	-	28
BGL2	chr7	1085001	-	37
YGR283C	chr7	1086321	-	41
ERV29	chr7	1087856	-	26
ZUO1	chr7	1089406	-	13
BIO2	chr7	1091236	-	56
IMA1	chr7	1095304	-	73
MAL11	chr7	1102080	-	27
YHL044W	chr8	10452	+	17
ECM34	chr8	11785	+	20
EFM1	chr8	18627	+	52
MUP3	chr8	23107	+	30
ECM29	chr8	36942	+	38
WSC4	chr8	45590	+	69
RIM101	chr8	47909	+	98
SNF6	chr8	51689	+	58
RIM4	chr8	53389	+	156
MCO14	chr8	66586	+	14
YHL017W	chr8	67146	+	22
RPS20	chr8	72275	+	30
MRP4	chr8	90036	+	80
HSE1	chr8	93490	+	19
RPL14B	chr8	95146	+	28
OSH7	chr8	96929	+	23
QCR10	chr8	98668	+	55
LEU5	chr8	99584	+	126
STP2	chr8	108340	+	24
RPL27A	chr8	117036	+	32
DIA4	chr8	118313	+	16
VPS29	chr8	120009	+	21
YSC83	chr8	135183	+	22
YHR020W	chr8	140388	+	120
MYO1	chr8	148133	+	54
THR1	chr8	155929	+	30
VMA16	chr8	157218	+	147
ERC1	chr8	169769	+	96
YHR033W	chr8	172044	+	25
NEL1	chr8	174707	+	33
BRL1	chr8	176753	+	113
PUT2	chr8	178442	+	56
RRF1	chr8	180550	+	37
BCD1	chr8	184417	+	16
NCP1	chr8	187008	+	44
YHR045W	chr8	191919	+	141
FSH1	chr8	202929	+	42
SMF2	chr8	203969	+	194
COX6	chr8	206137	+	77
CIC1	chr8	207319	+	38
FYV4	chr8	220526	+	52
VMA22	chr8	221206	+	-11
SSF1	chr8	229764	+	32
HTD2	chr8	231398	+	33
DYS1	chr8	232538	+	56
TRM5	chr8	235322	+	18
PCL5	chr8	237101	+	343
ERG7	chr8	239466	+	66
NOP10	chr8	242036	+	62
OSH3	chr8	242986	+	30
QNS1	chr8	246598	+	29
PTC7	chr8	251508	+	27
YHR078W	chr8	256766	+	28
LRP1	chr8	267944	+	28
SAM35	chr8	273054	+	7
STE12	chr8	274303	+	305
IPI1	chr8	277177	+	21
NAM8	chr8	278362	+	225
RTC3	chr8	281180	+	75
RPF1	chr8	281903	+	27
TRA1	chr8	303046	+	95
KIC1	chr8	316768	+	184
SBE22	chr8	320540	+	254
GRE3	chr8	323738	+	51
YPT35	chr8	325052	+	94
TRR2	chr8	325977	+	1
GGA2	chr8	328652	+	31
CTM1	chr8	330665	+	25
ERP5	chr8	332633	+	29
UBA4	chr8	333448	+	4
APE4	chr8	336730	+	-17
BZZ1	chr8	338395	+	64
COX23	chr8	342095	+	-54
TOM71	chr8	342693	+	32
SET1	chr8	346184	+	235
LSM12	chr8	353065	+	67
CIA2	chr8	353942	+	59
EPT1	chr8	355176	+	15
YHR127W	chr8	361262	+	27
FUR1	chr8	362448	+	43
IGO2	chr8	370385	+	45
WSS1	chr8	372151	+	-26
ARO9	chr8	376055	+	30
YHR140W	chr8	380937	+	11
CHS7	chr8	383791	+	123
DSE2	chr8	385627	+	259
RPC10	chr8	387570	+	30
CRP1	chr8	390643	+	24
IMP3	chr8	393881	+	20
PEX28	chr8	397547	+	62
SPO12	chr8	401698	+	94
RTT107	chr8	403272	+	52
LAM1	chr8	407364	+	97
TDA11	chr8	417832	+	75
MPC2	chr8	423250	+	180
SOL3	chr8	424074	+	8
THP2	chr8	439648	+	52
MTG2	chr8	440701	+	34
DBP8	chr8	442499	+	40
NMD3	chr8	444138	+	48
ATG7	chr8	446058	+	13
SPC97	chr8	448611	+	82
ENO2	chr8	451655	+	30
CTR2	chr8	453275	+	-45
FMO1	chr8	454551	+	36
ROF1	chr8	456871	+	78
STB5	chr8	459611	+	46
OYE2	chr8	462819	+	41
YHR180W	chr8	465381	+	155
SVP26	chr8	467528	+	52
YHR182W	chr8	468536	+	35
GND1	chr8	471235	+	77
IKI1	chr8	481305	+	35
PTH1	chr8	484357	+	21
ERG9	chr8	485146	+	49
LNP1	chr8	487141	+	35
MDM31	chr8	488959	+	48
NVJ1	chr8	490923	+	174
UTP9	chr8	492227	+	54
RIX1	chr8	494225	+	21
RPN10	chr8	499414	+	15
YHR202W	chr8	502706	+	32
MNL1	chr8	506622	+	47
SCH9	chr8	509260	+	436
SKN7	chr8	512766	+	292
BAT1	chr8	517835	+	21
CRG1	chr8	519742	+	19
YHR214W	chr8	541860	+	107
ARN1	chr8	17899	-	32
CBP2	chr8	22440	-	35
VMR1	chr8	29670	-	18
SBP1	chr8	31084	-	111
RPL8A	chr8	32941	-	20
GUT1	chr8	35483	-	79
GOS1	chr8	36393	-	11
OCA5	chr8	44899	-	35
YHL026C	chr8	51127	-	65
NPR3	chr8	59487	-	32
AIM17	chr8	62811	-	60
OPI1	chr8	64432	-	84
APM2	chr8	66474	-	34
DUR3	chr8	71174	-	38
YLF2	chr8	74189	-	-12
OTU2	chr8	75254	-	14
PRS3	chr8	78606	-	100
ETP1	chr8	80653	-	53
YAP3	chr8	82063	-	124
STE20	chr8	88970	-	137
SHU1	chr8	89755	-	63
LAG1	chr8	92914	-	134
TCD1	chr8	102221	-	6
NEM1	chr8	104063	-	81
GPA1	chr8	105900	-	95
TIM10	chr8	106832	-	45
ERG11	chr8	112379	-	146
SOD2	chr8	114183	-	42
TDA3	chr8	116480	-	251
ARD1	chr8	122028	-	33
YSC84	chr8	135001	-	35
ARG4	chr8	137968	-	55
DED81	chr8	140111	-	42
RPS27B	chr8	145234	-	41
MAS2	chr8	155736	-	23
RPN1	chr8	161268	-	36
DAP2	chr8	163980	-	25
YHI9	chr8	165095	-	13
SLT2	chr8	167042	-	177
RRM3	chr8	169532	-	41
PIH1	chr8	174554	-	34
MSC7	chr8	183324	-	-6
VMA10	chr8	184205	-	17
DOG2	chr8	190156	-	102
DOG1	chr8	191357	-	40
INM1	chr8	194859	-	65
AAP1	chr8	197847	-	28
RSC30	chr8	218353	-	49
CPR2	chr8	219327	-	14
MED6	chr8	220367	-	13
GIC1	chr8	223145	-	197
RPP1	chr8	224233	-	4
PAN5	chr8	225670	-	30
SSZ1	chr8	227654	-	42
RRP3	chr8	229546	-	38
RRP4	chr8	235131	-	14
PPE1	chr8	250129	-	54
NMD2	chr8	256258	-	68
IRE1	chr8	262278	-	253
LAM4	chr8	267474	-	202
GAR1	chr8	283764	-	32
YNG2	chr8	285068	-	8
MSR1	chr8	287231	-	27
HXT4	chr8	289320	-	75
HXT1	chr8	293061	-	41
HXT5	chr8	296985	-	159
YHR097C	chr8	299016	-	27
SFB3	chr8	302389	-	75
GEP4	chr8	315099	-	46
BIG1	chr8	316380	-	32
CDC12	chr8	328479	-	63
YHR112C	chr8	336075	-	32
DMA1	chr8	341870	-	135
ORC6	chr8	346020	-	16
ANS1	chr8	360609	-	52
ARP1	chr8	364612	-	83
YHR131C	chr8	368336	-	68
ECM14	chr8	370212	-	42
NSG1	chr8	372007	-	34
YCK1	chr8	374806	-	120
YHR138C	chr8	378094	-	19
SPS100	chr8	379586	-	11
RPL42B	chr8	383170	-	43
DCD1	chr8	389125	-	32
MRPL6	chr8	393682	-	32
SKG6	chr8	397172	-	146
MTC6	chr8	401374	-	168
LIN1	chr8	412805	-	41
KEL1	chr8	417670	-	133
PEX18	chr8	420451	-	21
YAP1801	chr8	422782	-	138
DNA2	chr8	429628	-	92
PRP8	chr8	437415	-	109
CDC23	chr8	439473	-	65
KOG1	chr8	481060	-	38
GPI16	chr8	484230	-	43
CTF8	chr8	486996	-	15
EGD2	chr8	488618	-	32
AIM18	chr8	497614	-	-16
AIM46	chr8	498786	-	14
NBL1	chr8	499229	-	20
PPX1	chr8	501507	-	14
RPS4B	chr8	505919	-	39
SET5	chr8	516849	-	40
SUC2	chr9	31646	+	39
YIL161W	chr9	33724	+	10
BNR1	chr9	36085	+	41
AIM20	chr9	40491	+	11
UBP7	chr9	42401	+	-9
RRD1	chr9	49466	+	33
YIL152W	chr9	50869	+	-23
RPL40A	chr9	62965	+	38
NDC80	chr9	72275	+	90
CCT2	chr9	77556	+	37
AXL2	chr9	79547	+	110
OM45	chr9	87877	+	34
FLX1	chr9	91625	+	61
ASG1	chr9	96930	+	136
MET18	chr9	108018	+	76
STH1	chr9	112220	+	60
KGD1	chr9	116699	+	275
AYR1	chr9	120434	+	50
SIM1	chr9	122376	+	56
POG1	chr9	124629	+	262
QDR2	chr9	126500	+	25
QDR1	chr9	129541	+	-846
RHO3	chr9	133908	+	118
HIS5	chr9	137165	+	37
SDP1	chr9	144801	+	32
HOS4	chr9	145837	+	32
COX5B	chr9	149568	+	-72
HPM1	chr9	150287	+	31
YIL108W	chr9	155136	+	24
MOB1	chr9	160605	+	70
DPH1	chr9	165961	+	50
FYV10	chr9	174674	+	9
PRK1	chr9	178027	+	156
ICE2	chr9	187687	+	138
YIL089W	chr9	189795	+	34
THS1	chr9	201226	+	43
SEC28	chr9	205414	+	12
EFM4	chr9	230670	+	-64
VHR1	chr9	238031	+	287
GPP1	chr9	243409	+	33
PCL7	chr9	247124	+	120
DFG10	chr9	248475	+	6
NEO1	chr9	249459	+	305
MET30	chr9	256942	+	31
PIG2	chr9	259389	+	94
GVP36	chr9	264824	+	22
APQ12	chr9	266035	+	9
TED1	chr9	266718	+	29
CST6	chr9	273819	+	168
ULP2	chr9	280762	+	192
TIM44	chr9	299368	+	118
RPB3	chr9	301161	+	65
FAF1	chr9	303394	+	20
RPL2B	chr9	305066	+	24
SNL1	chr9	309751	+	25
BAR1	chr9	310632	+	32
MNT3	chr9	320170	+	174
TIR3	chr9	327936	+	32
DOT5	chr9	329086	+	37
FAA3	chr9	333558	+	12
URM1	chr9	336716	+	46
YIA6	chr9	338275	+	13
EPS1	chr9	339785	+	133
CFD1	chr9	343309	+	39
CMI7	chr9	344499	+	28
YIL001W	chr9	348107	+	59
AIM21	chr9	355081	+	30
DJP1	chr9	357407	+	40
IST3	chr9	359070	+	45
EGH1	chr9	364896	+	26
MSL1	chr9	368665	+	78
DSN1	chr9	369581	+	68
SQT1	chr9	372679	+	25
VLD1	chr9	375288	+	16
RPR2	chr9	376142	+	24
YIR016W	chr9	376825	+	21
YAP5	chr9	378806	+	21
MRS1	chr9	391448	+	36
SEC11	chr9	392892	+	31
DAL81	chr9	393949	+	18
MND2	chr9	397832	+	17
DAL4	chr9	402642	+	16
DAL2	chr9	404953	+	44
MGA2	chr9	410261	+	53
HYR1	chr9	417257	+	61
SOA1	chr9	27273	-	407
NIT1	chr9	29016	-	30
POT1	chr9	35768	-	23
COA1	chr9	41852	-	9
GUT2	chr9	48053	-	44
IMP2'	chr9	49347	-	25
ESL1	chr9	55129	-	140
MCM10	chr9	57044	-	21
MLP2	chr9	62504	-	142
SLN1	chr9	67951	-	203
ATG32	chr9	70038	-	-30
PAN6	chr9	71631	-	57
SSL2	chr9	77366	-	34
REV7	chr9	82986	-	-22
TPM2	chr9	84036	-	30
TMA108	chr9	87129	-	49
VHS2	chr9	90725	-	58
RPL16A	chr9	93725	-	18
CSM2	chr9	94803	-	11
FKH1	chr9	96599	-	75
TAO3	chr9	107633	-	108
RRT14	chr9	111956	-	24
RPI1	chr9	132338	-	183
PRM5	chr9	135909	-	66
NUP159	chr9	143163	-	180
POR2	chr9	144291	-	29
SEC24	chr9	154546	-	108
PFK26	chr9	160203	-	182
SLM1	chr9	164039	-	138
SHQ1	chr9	165795	-	30
YIL102C-A	chr9	167894	-	42
XBP1	chr9	171634	-	124
FMC1	chr9	174527	-	32
BMT5	chr9	177415	-	31
LYS12	chr9	181920	-	42
RSM25	chr9	183097	-	83
UTP25	chr9	187461	-	36
AVT7	chr9	193289	-	23
AIM19	chr9	193980	-	-2
KTR7	chr9	195948	-	42
SDS3	chr9	197154	-	32
CAB2	chr9	198549	-	34
AIR1	chr9	200797	-	21
RCI37	chr9	204739	-	17
RPN2	chr9	209530	-	62
SER33	chr9	211308	-	49
PCI8	chr9	218698	-	30
MAM33	chr9	219808	-	62
RPS24B	chr9	221088	-	45
SEC6	chr9	224207	-	59
YIL067C	chr9	226477	-	43
FIS1	chr9	230479	-	41
YRB2	chr9	232455	-	48
ARC15	chr9	233163	-	38
SNP1	chr9	234241	-	19
RGI2	chr9	236811	-	87
YIL055C	chr9	242303	-	51
RPL34B	chr9	245423	-	31
MMF1	chr9	246666	-	55
SYG1	chr9	256594	-	444
AGE2	chr9	262193	-	26
CBR1	chr9	263267	-	20
PKP1	chr9	264640	-	27
NOT3	chr9	271211	-	238
CKA1	chr9	277339	-	110
CAP2	chr9	278423	-	13
BCY1	chr9	280098	-	108
SSM4	chr9	288375	-	45
YIL029C	chr9	289683	-	105
EMC5	chr9	292468	-	43
IRR1	chr9	296277	-	27
YIL024C	chr9	297544	-	52
YKE4	chr9	298762	-	15
HIS6	chr9	303162	-	21
VID28	chr9	309364	-	77
YIL014C-A	chr9	319846	-	79
PDR11	chr9	326776	-	93
EST3	chr9	330465	-	12
NAS2	chr9	337908	-	26
INP51	chr9	347852	-	195
SGN1	chr9	351186	-	65
MPH1	chr9	354713	-	91
PAN1	chr9	364168	-	34
PRI1	chr9	368583	-	59
STS1	chr9	372480	-	16
MET28	chr9	378331	-	-6
FLO11	chr9	387878	-	13
INA22	chr9	397689	-	8
YVH1	chr9	400177	-	20
DAL1	chr9	401931	-	99
DCG1	chr9	407000	-	40
DAL7	chr9	408893	-	24
DAL3	chr9	409818	-	11
LYS1	chr9	414961	-	35
YIR035C	chr9	416049	-	69
IRC24	chr9	417081	-	26
GTT1	chr9	418714	-	11
YIR042C	chr9	430167	-	0
